web-scraper-order,web-scraper-start-url,size
"1728486848-924","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","585.0 Mbytes"
"1728486848-925","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","560.0 Mbytes"
"1728486848-926","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","567.1 Mbytes"
"1728486848-927","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","542.7 Mbytes"
"1728486848-928","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","556.6 Mbytes"
"1728486848-929","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","555.7 Mbytes"
"1728486848-930","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","551.5 Mbytes"
"1728486848-931","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","570.3 Mbytes"
"1728486848-932","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","569.9 Mbytes"
"1728486848-933","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","588.3 Mbytes"
"1728486848-934","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","591.9 Mbytes"
"1728486848-935","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","537.3 Mbytes"
"1728486848-936","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","579.5 Mbytes"
"1728486848-937","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","554.9 Mbytes"
"1728486848-938","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","567.1 Mbytes"
"1728486848-939","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","543.2 Mbytes"
"1728486848-940","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","551.8 Mbytes"
"1728486848-941","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","555.7 Mbytes"
"1728486848-942","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","555.8 Mbytes"
"1728486848-943","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","577.8 Mbytes"
"1728486848-944","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","568.9 Mbytes"
"1728486848-945","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","594.2 Mbytes"
"1728486848-946","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","587.8 Mbytes"
"1728486848-947","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","552.6 Mbytes"
"1728486848-948","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","582.1 Mbytes"
"1728486848-949","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","554.2 Mbytes"
"1728486848-950","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","563.0 Mbytes"
"1728486848-951","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","543.4 Mbytes"
"1728486848-952","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","551.1 Mbytes"
"1728486848-953","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","560.9 Mbytes"
"1728486848-954","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","552.3 Mbytes"
"1728486848-955","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","582.0 Mbytes"
"1728486848-956","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","566.5 Mbytes"
"1728486848-957","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","591.8 Mbytes"
"1728486848-958","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","603.9 Mbytes"
"1728486848-959","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","533.4 Mbytes"
"1728486848-960","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","582.5 Mbytes"
"1728486848-961","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","560.6 Mbytes"
"1728486848-962","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","566.5 Mbytes"
"1728486848-963","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","547.2 Mbytes"
"1728486848-964","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","555.4 Mbytes"
"1728486848-965","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","561.8 Mbytes"
"1728486848-966","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","558.7 Mbytes"
"1728486848-967","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","578.6 Mbytes"
"1728486848-968","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","572.3 Mbytes"
"1728486848-969","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","596.2 Mbytes"
"1728486848-970","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","605.9 Mbytes"
"1728486848-971","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","534.2 Mbytes"
"1728486848-972","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","584.6 Mbytes"
"1728486848-973","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","560.0 Mbytes"
"1728486848-974","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","562.9 Mbytes"
"1728486848-975","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","542.2 Mbytes"
"1728486848-976","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","556.0 Mbytes"
"1728486848-977","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","558.0 Mbytes"
"1728486848-978","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","541.6 Mbytes"
"1728486848-979","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","570.3 Mbytes"
"1728486848-980","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","565.3 Mbytes"
"1728486848-981","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","588.9 Mbytes"
"1728486848-982","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","580.9 Mbytes"
"1728486848-983","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","522.5 Mbytes"
"1728486848-984","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","569.8 Mbytes"
"1728486848-985","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","541.4 Mbytes"
"1728486848-986","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","552.9 Mbytes"
"1728486848-987","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","523.9 Mbytes"
"1728486848-988","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","538.0 Mbytes"
"1728486848-989","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","540.0 Mbytes"
"1728486848-990","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","534.2 Mbytes"
"1728486848-991","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","570.3 Mbytes"
"1728486848-992","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","553.8 Mbytes"
"1728486848-993","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","579.2 Mbytes"
"1728486848-994","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","584.5 Mbytes"
"1728486848-995","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","543.1 Mbytes"
"1728486848-996","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","568.4 Mbytes"
"1728486848-997","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","544.3 Mbytes"
"1728486848-998","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","551.0 Mbytes"
"1728486848-999","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","529.6 Mbytes"
"1728486848-1000","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","535.6 Mbytes"
"1728486848-1001","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","540.0 Mbytes"
"1728486848-1002","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","538.5 Mbytes"
"1728486848-1003","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","568.2 Mbytes"
"1728486848-1004","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","556.4 Mbytes"
"1728486848-1005","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","575.9 Mbytes"
"1728486848-1006","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","576.8 Mbytes"
"1728486848-1007","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","516.6 Mbytes"
"1728486848-1008","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","565.9 Mbytes"
"1728486848-1009","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","536.3 Mbytes"
"1728486848-1010","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","552.4 Mbytes"
"1728486848-1011","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","528.6 Mbytes"
"1728486848-1012","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","538.6 Mbytes"
"1728486848-1013","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","544.0 Mbytes"
"1728486848-1014","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","537.8 Mbytes"
"1728486848-1015","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","567.5 Mbytes"
"1728486848-1016","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","552.2 Mbytes"
"1728486848-1017","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","577.4 Mbytes"
"1728486848-1018","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","581.1 Mbytes"
"1728486848-1019","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","524.7 Mbytes"
"1728486848-1020","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","562.7 Mbytes"
"1728486848-1021","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","540.8 Mbytes"
"1728486848-1022","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","553.5 Mbytes"
"1728486848-1023","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","530.0 Mbytes"
"1728486848-1024","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","538.4 Mbytes"
"1728486848-1025","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","542.0 Mbytes"
"1728486848-1026","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","533.4 Mbytes"
"1728486848-1027","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","566.4 Mbytes"
"1728486848-1028","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","551.9 Mbytes"
"1728486848-1029","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","575.6 Mbytes"
"1728486848-1030","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","579.4 Mbytes"
"1728486848-1031","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","520.7 Mbytes"
"1728486848-1032","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","572.0 Mbytes"
"1728486848-1033","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","539.3 Mbytes"
"1728486848-1034","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","550.0 Mbytes"
"1728486848-1035","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","521.2 Mbytes"
"1728486848-1036","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","535.7 Mbytes"
"1728486848-1037","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","538.5 Mbytes"
"1728486848-1038","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","537.4 Mbytes"
"1728486848-1039","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","564.7 Mbytes"
"1728486848-1040","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","552.4 Mbytes"
"1728486848-1041","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","577.6 Mbytes"
"1728486848-1042","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","578.2 Mbytes"
"1728486848-1043","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","539.9 Mbytes"
"1728486848-1044","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","570.3 Mbytes"
"1728486848-1045","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","542.6 Mbytes"
"1728486848-1046","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","552.9 Mbytes"
"1728486848-1047","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","526.1 Mbytes"
"1728486848-1048","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","534.5 Mbytes"
"1728486848-1049","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","542.7 Mbytes"
"1728486848-1050","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","534.6 Mbytes"
"1728486848-1051","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","560.2 Mbytes"
"1728486848-1052","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","554.5 Mbytes"
"1728486848-1053","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","576.3 Mbytes"
"1728486848-1054","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","574.5 Mbytes"
"1728486848-1055","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","520.1 Mbytes"
"1728486848-1056","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","571.8 Mbytes"
"1728486848-1057","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","541.9 Mbytes"
"1728486848-1058","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","547.5 Mbytes"
"1728486848-1059","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","532.6 Mbytes"
"1728486848-1060","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","537.1 Mbytes"
"1728486848-1061","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","543.2 Mbytes"
"1728486848-1062","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","537.1 Mbytes"
"1728486848-1063","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","567.4 Mbytes"
"1728486848-1064","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","548.2 Mbytes"
"1728486848-1065","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","577.5 Mbytes"
"1728486848-1066","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","580.5 Mbytes"
"1728486848-1067","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","526.0 Mbytes"
"1728486848-1068","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","571.1 Mbytes"
"1728486848-1069","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","542.9 Mbytes"
"1728486848-1070","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","552.6 Mbytes"
"1728486848-1071","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","526.1 Mbytes"
"1728486848-1072","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","536.0 Mbytes"
"1728486848-1073","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","540.6 Mbytes"
"1728486848-1074","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","537.4 Mbytes"
"1728486848-1075","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","566.5 Mbytes"
"1728486848-1076","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","555.7 Mbytes"
"1728486848-1077","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","577.4 Mbytes"
"1728486848-1078","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","578.5 Mbytes"
"1728486848-1079","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","522.7 Mbytes"
"1728486848-1080","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","563.5 Mbytes"
"1728486848-1081","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","540.5 Mbytes"
"1728486848-1082","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","553.5 Mbytes"
"1728486848-1083","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","531.6 Mbytes"
"1728486848-1084","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","532.1 Mbytes"
"1728486848-1085","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","543.6 Mbytes"
"1728486848-1086","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","533.4 Mbytes"
"1728486848-1087","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","568.3 Mbytes"
"1728486848-1088","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","558.0 Mbytes"
"1728486848-1089","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","578.7 Mbytes"
"1728486848-1090","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","584.3 Mbytes"
"1728486848-1091","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","541.9 Mbytes"
"1728486848-1092","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","566.9 Mbytes"
"1728486848-1093","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","539.9 Mbytes"
"1728486848-1094","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","550.1 Mbytes"
"1728486848-1095","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","530.8 Mbytes"
"1728486848-1096","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","542.3 Mbytes"
"1728486848-1097","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","547.0 Mbytes"
"1728486848-1098","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","535.6 Mbytes"
"1728486848-1099","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.176 Gbytes"
"1728486848-1100","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.053 Gbytes"
"1728486848-1101","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.161 Gbytes"
"1728486848-1102","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.111 Gbytes"
"1728486848-1103","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.145 Gbytes"
"1728486848-1104","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.118 Gbytes"
"1728486848-1105","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.163 Gbytes"
"1728486848-1106","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.159 Gbytes"
"1728486848-1107","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.134 Gbytes"
"1728486848-1108","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.168 Gbytes"
"1728486848-1109","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.138 Gbytes"
"1728486848-1110","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.173 Gbytes"
"1728486848-1111","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.167 Gbytes"
"1728486848-1112","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.081 Gbytes"
"1728486848-1113","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.154 Gbytes"
"1728486848-1114","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.110 Gbytes"
"1728486848-1115","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.145 Gbytes"
"1728486848-1116","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.111 Gbytes"
"1728486848-1117","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.155 Gbytes"
"1728486848-1118","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.164 Gbytes"
"1728486848-1119","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.130 Gbytes"
"1728486848-1120","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.172 Gbytes"
"1728486848-1121","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.137 Gbytes"
"1728486848-1122","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.162 Gbytes"
"1728486848-1123","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.164 Gbytes"
"1728486848-1124","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.051 Gbytes"
"1728486848-1125","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.154 Gbytes"
"1728486848-1126","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.115 Gbytes"
"1728486848-1127","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.145 Gbytes"
"1728486848-1128","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.121 Gbytes"
"1728486848-1129","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.159 Gbytes"
"1728486848-1130","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.171 Gbytes"
"1728486848-1131","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.135 Gbytes"
"1728486848-1132","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.179 Gbytes"
"1728486848-1133","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.137 Gbytes"
"1728486848-1134","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.174 Gbytes"
"1728486848-1135","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.176 Gbytes"
"1728486848-1136","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.046 Gbytes"
"1728486848-1137","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.154 Gbytes"
"1728486848-1138","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.105 Gbytes"
"1728486848-1139","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.150 Gbytes"
"1728486848-1140","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.113 Gbytes"
"1728486848-1141","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.152 Gbytes"
"1728486848-1142","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.151 Gbytes"
"1728486848-1143","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.136 Gbytes"
"1728486848-1144","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.170 Gbytes"
"1728486848-1145","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.135 Gbytes"
"1728486848-1146","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.172 Gbytes"
"1728486848-1147","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.165 Gbytes"
"1728486848-1148","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.039 Gbytes"
"1728486848-1149","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.136 Gbytes"
"1728486848-1150","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.094 Gbytes"
"1728486848-1151","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.131 Gbytes"
"1728486848-1152","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.104 Gbytes"
"1728486848-1153","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.150 Gbytes"
"1728486848-1154","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.148 Gbytes"
"1728486848-1155","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.130 Gbytes"
"1728486848-1156","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.169 Gbytes"
"1728486848-1157","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.140 Gbytes"
"1728486848-1158","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.171 Gbytes"
"1728486848-1159","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.174 Gbytes"
"1728486848-1160","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.088 Gbytes"
"1728486848-1161","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","1.139 Gbytes"
