name,url,p1,p2,p3,p4
pottmp.sfc.1987.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.1987.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.1988.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.1988.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.1989.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.1989.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.1990.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.1990.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.1991.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.1991.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.1992.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.1992.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.1993.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.1993.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.1994.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.1994.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.1995.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.1995.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.1996.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.1996.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.1997.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.1997.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.1998.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.1998.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.1999.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.1999.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2000.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2000.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2001.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2001.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2002.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2002.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2003.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2003.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2004.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2004.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2005.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2005.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2006.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2006.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2007.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2007.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2008.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2008.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2009.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2009.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2010.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2010.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2011.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2011.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2012.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2012.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2013.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2013.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2014.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2014.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2015.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2015.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2016.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2016.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2017.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2017.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2018.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2018.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2019.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2019.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2020.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2020.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2021.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2021.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2022.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2022.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2023.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2023.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pottmp.sfc.2024.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pottmp.sfc.2024.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1979.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1979.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1980.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1980.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1981.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1981.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1982.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1982.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1983.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1983.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1984.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1984.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1985.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1985.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1986.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1986.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1987.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1987.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1988.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1988.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1989.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1989.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1990.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1990.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1991.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1991.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1992.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1992.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1993.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1993.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1994.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1994.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1995.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1995.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1996.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1996.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1997.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1997.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1998.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1998.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.1999.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.1999.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2000.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2000.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2001.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2001.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2002.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2002.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2003.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2003.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2004.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2004.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2005.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2005.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2006.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2006.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2007.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2007.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2008.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2008.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2009.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2009.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2010.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2010.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2011.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2011.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2012.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2012.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2013.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2013.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2014.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2014.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2015.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2015.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2016.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2016.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2017.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2017.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2018.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2018.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2019.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2019.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2020.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2020.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2021.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2021.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2022.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2022.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2023.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2023.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
pr_wtr.2024.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/pr_wtr.2024.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1979.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1979.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1980.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1980.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1981.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1981.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1982.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1982.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1983.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1983.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1984.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1984.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1985.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1985.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1986.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1986.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1987.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1987.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1988.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1988.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1989.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1989.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1990.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1990.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1991.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1991.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1992.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1992.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1993.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1993.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1994.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1994.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1995.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1995.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1996.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1996.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1997.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1997.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1998.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1998.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.1999.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.1999.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.2000.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.2000.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.2001.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.2001.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.2002.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.2002.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.2003.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.2003.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.2004.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.2004.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.2005.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.2005.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.2006.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.2006.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.2007.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.2007.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
prate.2008.nc,https://psl.noaa.gov/thredds/catalog/Datasets/NARR/Dailies/monolevel/catalog.html?dataset=Datasets/NARR/Dailies/monolevel/prate.2008.nc,monolevel,Dailies,NARR,catalog.html?dataset=Datasets
